Filename,Segment,Staging,PlotProgression,CognitiveTension,Staging_z,PlotProgression_z,CognitiveTension_z,Relative_Segment,Ranking,genre,Literary_Quality,General_Quality,Gender
Abdolah_Koning.txt,1,26.67,28.12,1.77,-0.9006807604554067,-0.0180023964785081,-0.9636829463581248,0.0,44,Fiction,5.84,5.91,male
Abdolah_Koning.txt,2,28.64,26.89,1.9,0.87188776911218,-0.8381115693882941,-0.3212276487860416,0.1111111111111111,44,Fiction,5.84,5.91,male
Abdolah_Koning.txt,3,27.9,28.15,1.77,0.2060498442999879,0.0020002662753874,-0.9636829463581248,0.2222222222222222,44,Fiction,5.84,5.91,male
Abdolah_Koning.txt,4,28.23,26.93,1.94,0.5029775675270474,-0.8114413523830984,-0.1235490956869387,0.3333333333333333,44,Fiction,5.84,5.91,male
Abdolah_Koning.txt,5,27.88,29.35,1.83,0.1880542247104696,0.8021067764312778,-0.6671651167094705,0.4444444444444444,44,Fiction,5.84,5.91,male
Abdolah_Koning.txt,6,28.78,26.95,1.91,0.9978571062388112,-0.7981062438805006,-0.2718080105112659,0.5555555555555556,44,Fiction,5.84,5.91,male
Abdolah_Koning.txt,7,27.72,27.3,1.96,0.0440892679943202,-0.5647418450850321,-0.0247098191373873,0.6666666666666666,44,Fiction,5.84,5.91,male
Abdolah_Koning.txt,8,24.93,31.94,2.51,-2.4662996647435316,2.529003327517737,2.693370285975274,0.7777777777777778,44,Fiction,5.84,5.91,male
Abdolah_Koning.txt,9,27.25,28.74,2.0,-0.3788077923593672,0.3953859671020325,0.1729687339617155,0.8888888888888888,44,Fiction,5.84,5.91,male
Abdolah_Koning.txt,10,28.71,27.1,2.06,0.9348724376754955,-0.698092930111013,0.4694865636103698,1.0,44,Fiction,5.84,5.91,male
Abdolah_Kraai.txt,1,23.6,34.43,2.01,-1.083464549447378,0.8287225574579206,0.4857552325956271,0.0,66,Fiction,5.51,5.23,male
Abdolah_Kraai.txt,2,23.9,33.02,1.46,-0.8644353278609826,0.22296889959599,-1.5536751332638787,0.1111111111111111,66,Fiction,5.51,5.23,male
Abdolah_Kraai.txt,3,25.82,32.03,2.18,0.5373516902919622,-0.2023474984772821,1.1161246184067486,0.2222222222222222,66,Fiction,5.51,5.23,male
Abdolah_Kraai.txt,4,26.17,31.82,1.54,0.7928857821427602,-0.2925661283716128,-1.2570307164115866,0.3333333333333333,66,Fiction,5.51,5.23,male
Abdolah_Kraai.txt,5,26.64,30.84,2.01,1.1360315626281152,-0.713586401211821,0.4857552325956271,0.4444444444444444,66,Fiction,5.51,5.23,male
Abdolah_Kraai.txt,6,24.37,34.35,1.93,-0.5212895473756248,0.7943535555934145,0.1891108157433358,0.5555555555555556,66,Fiction,5.51,5.23,male
Abdolah_Kraai.txt,7,25.95,29.59,1.71,0.6322643529794003,-1.2506020553447394,-0.6266613306004667,0.6666666666666666,66,Fiction,5.51,5.23,male
Abdolah_Kraai.txt,8,27.11,28.44,2.23,1.4791773431134705,-1.7446564571470238,1.3015273789394304,0.7777777777777778,66,Fiction,5.51,5.23,male
Abdolah_Kraai.txt,9,24.5,33.96,1.58,-0.4263768846881867,0.6268046715039437,-1.1087085079854406,0.8888888888888888,66,Fiction,5.51,5.23,male
Abdolah_Kraai.txt,10,22.78,36.53,2.14,-1.682144421783531,1.730908856401224,0.9678024099806026,1.0,66,Fiction,5.51,5.23,male
Adler-Olsen_Bedrijfsterrorist.txt,1,23.8,32.55,2.31,0.8983591730298606,-0.9825152818312856,-1.0140424557104828,0.0,165,Suspense,4.21,5.65,male
Adler-Olsen_Bedrijfsterrorist.txt,2,23.39,32.82,2.28,0.0923914247973827,-0.7289023505746409,-1.2462659188502896,0.1111111111111111,165,Suspense,4.21,5.65,male
Adler-Olsen_Bedrijfsterrorist.txt,3,23.35,33.15,2.39,0.0137604249698256,-0.4189309901498582,-0.3947798873376694,0.2222222222222222,165,Suspense,4.21,5.65,male
Adler-Olsen_Bedrijfsterrorist.txt,4,22.9,33.72,2.59,-0.8708383230902162,0.1164740869474969,1.1533765335943609,0.3333333333333333,165,Suspense,4.21,5.65,male
Adler-Olsen_Bedrijfsterrorist.txt,5,24.06,32.03,2.64,1.4094606719089888,-1.4709550012885175,1.5404156388273706,0.4444444444444444,165,Suspense,4.21,5.65,male
Adler-Olsen_Bedrijfsterrorist.txt,6,24.13,32.75,2.24,1.5470649216072172,-0.7946538512708076,-1.5558972030366929,0.5555555555555556,165,Suspense,4.21,5.65,male
Adler-Olsen_Bedrijfsterrorist.txt,7,22.5,35.56,2.47,-1.6571483213658014,1.8447992481038735,0.224482681035144,0.6666666666666666,165,Suspense,4.21,5.65,male
Adler-Olsen_Bedrijfsterrorist.txt,8,23.36,34.57,2.48,0.0334181749267114,0.9148851668295186,0.3018905020817439,0.7777777777777778,165,Suspense,4.21,5.65,male
Adler-Olsen_Bedrijfsterrorist.txt,9,23.14,34.67,2.57,-0.3990523241248597,1.0088158821097577,0.9985608915011572,0.8888888888888888,165,Suspense,4.21,5.65,male
Adler-Olsen_Bedrijfsterrorist.txt,10,22.8,34.14,2.44,-1.067415822659109,0.5109830911244968,-0.0077407821046627,1.0,165,Suspense,4.21,5.65,male
