Dataset,Dependent_Variable,Metric,AIC,BIC,Pseudo_R2,Parameter,Coef.,Std.Err.,z,P>|z|,[0.025,0.975]
5 segments,PlotProgression_z,General Quality,5392.3402565353,-13486.96777410505,0.14222897487466768,General_Quality,0.11549582104240212,0.0665759646544458,1.7347975600784562,0.08277666852580687,-0.014990671916323292,0.24598231400112752
5 segments,PlotProgression_z,General Quality,5392.3402565353,-13486.96777410505,0.14222897487466768,"np.power(Relative_Segment, 2):General_Quality",-0.30798885611308024,0.12659624427870655,-2.432843548146901,0.014980772358552628,-0.5561129354773799,-0.05986477674878052
5 segments,PlotProgression_z,General Category,5396.105838921229,-13471.962040308563,0.14232925661182316,Intercept,-0.7229291582997155,0.05986606118512986,-12.07577622426384,1.418196130455849e-33,-0.8402644821188413,-0.6055938344805897
5 segments,PlotProgression_z,General Category,5396.105838921229,-13471.962040308563,0.14232925661182316,general_category[T.Medium],0.007657329719578686,0.07217563939976795,0.10609299457904496,0.9155085692929976,-0.1338043240651166,0.149118983504274
5 segments,PlotProgression_z,General Category,5396.105838921229,-13471.962040308563,0.14232925661182316,general_category[T.High],0.11474081197034353,0.07217563939976722,1.589744308807794,0.11189245170150515,-0.02672084181435036,0.2562024657550374
5 segments,PlotProgression_z,General Category,5396.105838921229,-13471.962040308563,0.14232925661182316,"np.power(Relative_Segment, 1)",2.7353372024395384,0.20659421471846434,13.240144242021062,5.144992125127228e-40,2.3304199821770135,3.1402544227020632
5 segments,PlotProgression_z,General Category,5396.105838921229,-13471.962040308563,0.14232925661182316,"np.power(Relative_Segment, 2)",-1.7193051811201454,0.2129135343475705,-8.075133346447894,6.740294616087072e-16,-2.1366080402625154,-1.3020023219777754
5 segments,PlotProgression_z,General Category,5396.105838921229,-13471.962040308563,0.14232925661182316,"np.power(Relative_Segment, 2):general_category[T.Medium]",-0.020419545918874533,0.1372441980202612,-0.14878258034529096,0.8817251965085096,-0.28941323112566986,0.2485741392879208
5 segments,PlotProgression_z,General Category,5396.105838921229,-13471.962040308563,0.14232925661182316,"np.power(Relative_Segment, 2):general_category[T.High]",-0.3059754985875786,0.13724419802025986,-2.2294239246631817,0.02578571184892529,-0.5749691837943713,-0.03698181338078588
5 segments,PlotProgression_z,Genre,5389.727085358363,-13465.633795455904,0.14675746300924075,Intercept,-0.6807748257781501,0.05827386913597726,-11.682334395706903,1.5692575448661112e-31,-0.7949895105244658,-0.5665601410318344
5 segments,PlotProgression_z,Genre,5389.727085358363,-13465.633795455904,0.14675746300924075,genre[T.Other],0.10679952849533475,0.1236486128411011,0.8637341417859751,0.3877339536392954,-0.13554729941156024,0.34914635640222974
5 segments,PlotProgression_z,Genre,5389.727085358363,-13465.633795455904,0.14675746300924075,genre[T.Romantic],-0.2424895051413881,0.10429980651587929,-2.324927660383242,0.020075828643821556,-0.44691336950700755,-0.03806564077576863
5 segments,PlotProgression_z,Genre,5389.727085358363,-13465.633795455904,0.14675746300924075,genre[T.Suspense],0.03393091292121406,0.0651721654173075,0.5206350395747809,0.6026210351213699,-0.09380418409119545,0.16166600993362357
5 segments,PlotProgression_z,Genre,5389.727085358363,-13465.633795455904,0.14675746300924075,"np.power(Relative_Segment, 1)",2.735337202439534,0.20616340598533853,13.267811469092917,3.5582137871746623e-40,2.331264351778161,3.139410053100907
5 segments,PlotProgression_z,Genre,5389.727085358363,-13465.633795455904,0.14675746300924075,"np.power(Relative_Segment, 2)",-1.831716734510977,0.21099089487685888,-8.681496590552053,3.905947708080694e-18,-2.245251289535497,-1.418182179486457
5 segments,PlotProgression_z,Genre,5389.727085358363,-13465.633795455904,0.14675746300924075,"np.power(Relative_Segment, 2):genre[T.Other]",-0.2847987426542198,0.23512164002732786,-1.2112825625966117,0.2257871293891639,-0.7456286890937736,0.176031203785334
5 segments,PlotProgression_z,Genre,5389.727085358363,-13465.633795455904,0.14675746300924075,"np.power(Relative_Segment, 2):genre[T.Romantic]",0.6466386803770399,0.19832928974352168,3.2604295674797674,0.0011124359214092514,0.25792041540032823,1.0353569453537514
5 segments,PlotProgression_z,Genre,5389.727085358363,-13465.633795455904,0.14675746300924075,"np.power(Relative_Segment, 2):genre[T.Suspense]",-0.09048243445657324,0.12392687685661014,-0.730127610342881,0.46531218579789824,-0.33337464981205944,0.152409780898913
5 segments,PlotProgression_z,Gender,5392.839993057487,-13474.76078077419,0.1437251371433078,Intercept,-0.7408355996190938,0.05300831966698523,-13.975836326698408,2.1892665841074744e-44,-0.8447299970473712,-0.6369412021908165
5 segments,PlotProgression_z,Gender,5392.839993057487,-13474.76078077419,0.1437251371433078,Gender[T.male],0.12497051554511529,0.060040632882024804,2.0814323491671494,0.037394350278242165,0.007293037487355367,0.2426479936028752
5 segments,PlotProgression_z,Gender,5392.839993057487,-13474.76078077419,0.1437251371433078,Gender[T.unknown/multiple],-0.05056163942434026,0.16934854899953208,-0.2985655308123128,0.7652715688549,-0.3824786962975398,0.2813554174488592
5 segments,PlotProgression_z,Gender,5392.839993057487,-13474.76078077419,0.1437251371433078,"np.power(Relative_Segment, 1)",2.7353372024395277,0.2064260276392125,13.250931744035196,4.456359493583759e-40,2.3307496227950013,3.139924782084054
5 segments,PlotProgression_z,Gender,5392.839993057487,-13474.76078077419,0.1437251371433078,"np.power(Relative_Segment, 2)",-1.671554670935121,0.2061082524931358,-8.110081235057729,5.058593122811718e-16,-2.075519422738155,-1.267589919132087
5 segments,PlotProgression_z,Gender,5392.839993057487,-13474.76078077419,0.1437251371433078,"np.power(Relative_Segment, 2):Gender[T.male]",-0.3332547081203039,0.11416910992476575,-2.918956873184957,0.003512048083134147,-0.5570220517198392,-0.10948736452076857
5 segments,PlotProgression_z,Gender,5392.839993057487,-13474.76078077419,0.1437251371433078,"np.power(Relative_Segment, 2):Gender[T.unknown/multiple]",0.13483103846490674,0.32202147409602194,0.41870200999298,0.6754339265374559,-0.49631945301179425,0.7659815299416077
5 segments,PlotProgression_z,Genre and Gender Interaction,5232.884354528474,-12913.28177345831,0.1444219140452906,Intercept,-0.7077450157578138,0.08496607491232314,-8.329736503517891,8.102248372858767e-17,-0.8742754624936994,-0.5412145690219282
5 segments,PlotProgression_z,Genre and Gender Interaction,5232.884354528474,-12913.28177345831,0.1444219140452906,genre[T.Other],0.13924432884076476,0.16757967346214997,0.83091419122627,0.4060221061444399,-0.18920579568603185,0.4676944533675614
5 segments,PlotProgression_z,Genre and Gender Interaction,5232.884354528474,-12913.28177345831,0.1444219140452906,genre[T.Romantic],-0.20912624722464954,0.12217315031118275,-1.7117201831334605,0.08694824730039603,-0.44858122171236625,0.03032872726306715
5 segments,PlotProgression_z,Genre and Gender Interaction,5232.884354528474,-12913.28177345831,0.1444219140452906,genre[T.Suspense],0.015181177066898477,0.10189312283371456,0.14899118453434332,0.8815605890470932,-0.18452567395949787,0.21488802809329483
5 segments,PlotProgression_z,Genre and Gender Interaction,5232.884354528474,-12913.28177345831,0.1444219140452906,Gender[T.male],0.05745673951537928,0.10026683671873239,0.5730383185076079,0.5666187493086056,-0.13906264929709447,0.25397612832785305
5 segments,PlotProgression_z,Genre and Gender Interaction,5232.884354528474,-12913.28177345831,0.1444219140452906,genre[T.Other]:Gender[T.male],-0.050748969291911084,0.25273735874041897,-0.20079726062198128,0.8408571050136218,-0.5461050899709117,0.44460715138708956
5 segments,PlotProgression_z,Genre and Gender Interaction,5232.884354528474,-12913.28177345831,0.1444219140452906,genre[T.Romantic]:Gender[T.male],1.6938571254567096e-15,3.2723189901272204e-16,5.176320311580798,2.2630479915885828e-07,1.0524943887991264e-15,2.335219862114293e-15
5 segments,PlotProgression_z,Genre and Gender Interaction,5232.884354528474,-12913.28177345831,0.1444219140452906,genre[T.Suspense]:Gender[T.male],0.0640674583679086,0.13466964952871494,0.4757379156485279,0.6342611052316305,-0.19988020451900412,0.32801512125482135
5 segments,PlotProgression_z,Genre and Gender Interaction,5232.884354528474,-12913.28177345831,0.1444219140452906,"np.power(Relative_Segment, 1)",2.6824450327466587,0.21021807703611597,12.760296690782726,2.731586955098106e-37,2.270425172856605,3.0944648926367124
5 segments,PlotProgression_z,Genre and Gender Interaction,5232.884354528474,-12913.28177345831,0.1444219140452906,"np.power(Relative_Segment, 2)",-1.68927333497471,0.2441769795874962,-6.9182333970569525,4.573104267732634e-12,-2.1678514208199746,-1.2106952491294454
5 segments,PlotProgression_z,Genre and Gender Interaction,5232.884354528474,-12913.28177345831,0.1444219140452906,"np.power(Relative_Segment, 2):genre[T.Other]",-0.37131821024204026,0.31865790286139933,-1.1652565554087186,0.24391515905778516,-0.995876223239446,0.2532398027553655
5 segments,PlotProgression_z,Genre and Gender Interaction,5232.884354528474,-12913.28177345831,0.1444219140452906,"np.power(Relative_Segment, 2):genre[T.Romantic]",0.5576699925990795,0.23231600265007923,2.400480320931905,0.016373571121777942,0.1023389943726124,1.0130009908255464
5 segments,PlotProgression_z,Genre and Gender Interaction,5232.884354528474,-12913.28177345831,0.1444219140452906,"np.power(Relative_Segment, 2):genre[T.Suspense]",-0.04048313884506199,0.1937529067063349,-0.20894209812511866,0.8344934398315031,-0.4202318578894275,0.33926558019930353
5 segments,PlotProgression_z,Genre and Gender Interaction,5232.884354528474,-12913.28177345831,0.1444219140452906,"np.power(Relative_Segment, 2):Gender[T.male]",-0.15321797204101065,0.19066047364362365,-0.8036168646439046,0.421618280262828,-0.5269056336578612,0.22046968957583993
5 segments,PlotProgression_z,Genre and Gender Interaction,5232.884354528474,-12913.28177345831,0.1444219140452906,"np.power(Relative_Segment, 2):genre[T.Other]:Gender[T.male]",0.13533058477841584,0.4805878603716122,0.28159384773841795,0.7782549581814492,-0.8066043129571083,1.07726548251394
5 segments,PlotProgression_z,Genre and Gender Interaction,5232.884354528474,-12913.28177345831,0.1444219140452906,"np.power(Relative_Segment, 2):genre[T.Romantic]:Gender[T.male]",0.0,0.0,,,0.0,0.0
5 segments,PlotProgression_z,Genre and Gender Interaction,5232.884354528474,-12913.28177345831,0.1444219140452906,"np.power(Relative_Segment, 2):genre[T.Suspense]:Gender[T.male]",-0.17084655564775778,0.25607848023162283,-0.6671648296773207,0.5046668535916374,-0.6727511541174906,0.33105804282197515
5 segments,CognitiveTension_z,Literary Quality,5496.182646625301,-13395.547816841347,0.0966329862144667,Intercept,-0.5792563566435105,0.13677305220174185,-4.235164364023262,2.2838459256532262e-05,-0.8473266130145413,-0.3111861002724797
5 segments,CognitiveTension_z,Literary Quality,5496.182646625301,-13395.547816841347,0.0966329862144667,"np.power(Relative_Segment, 1)",2.824529762149426,0.21192037615150575,13.32825947859831,1.5855371907864572e-40,2.409173457302294,3.239886066996558
